Name,Nation,Team,Position,Age,Born,Matches,Starts,Minutes,90s,G+A,non_penalty_goals,penalty_goals,yellow_cards,red_cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,per90_Gls,per90_Ast,per90_G+A,per90_G-PK,per90_G+A-PK,per90_xG,per90_xAG,per90_xG+xAG,per90_npxG,per90_npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKSV,PKm,PK_Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att(GK),Thr,Launch%,Pass_AvgLen,GK_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,xG_Shooting,npxG_Shooting,npxG/Sh,G-xG,np:G-xG,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xAG,KP,1/3,PPA,CrsPA,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Sw,Pass_Crs,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Str,Pass_Cmp_Outcome,Pass_Off,Pass_Blocks,SCA,SCA90,SCA_type_PassLive,SCA_type_PassDead,SCA_type_TO,SCA_type_Sh,SCA_type_Fld,SCA_type_Def,GCA,GCA90,GCA_type_PassLive,GCA_type_PassDead,GCA_type_TO,GCA_type_Sh,GCA_type_Fld,GCA_type_Def,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Touches,Def_Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,PKwon,PKcon,Recov,Won,Lost,Won%,GK_Save%,Minutes_num
Crysencio Summerville,nl NED,West Ham,"FW,MF",22,2001,19,7,786,8.7,2,1,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,14,4,28.6,1.60,0.46,0.07,0.25,13.4,0,1.6,1.6,0.12,-0.6,-0.6,194,254,76.4,1463,762,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,-0.7,17,15,12,5,241,13,2,3,0,21,2,8,6,0,0,194,0,13,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0,13,7,47,147,181,3,9,33.3,6,13,4,9,0,13,7,0,372,9,38,372,13,33.3,18,46.2,207,13,20,16,N/A,41,23.0,67,1,12,26,1,1.05,13,20,-7,-0.80,-0.09,13.6,17.1,-3.5,-0.40,2,0,0,9,23,4,21,0,0,0,38,4,9,30.8,,786.0
Sammie Szmodics,ie IRL,Ipswich Town,"FW,MF",28,1995,20,13,992,11.0,4,4,0,2,0,3.4,3.4,0.2,3.6,16,19,47,0.36,0.00,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,21,12,57.1,1.91,1.09,0.19,0.33,14.0,0,3.4,3.4,0.16,+0.6,+0.6,149,201,74.1,1003,407,72,82,87.8,54,65,83.1,15,29,51.7,0,0.5,-0.2,5,8,4,1,190,11,1,0,0,14,0,6,6,0,0,149,0,13,10,0.91,8,0,1,1,0,0,0,0.00,0,0,0,0,0,0,16,10,80,125,119,7,26,26.9,19,10,2,8,6,22,14,0,318,17,33,318,4,33.3,6,50.0,179,7,24,17,N/A,50,29.0,70,0,7,12,2,0.65,11,18,-7,-0.64,-0.03,11.4,22.8,-11.4,-1.03,2,0,0,9,8,8,14,6,0,1,42,6,11,35.3,,992.0
Dominik Szoboszlai,hu HUN,Liverpool,MF,23,2000,36,29,"2,491",27.7,12,6,0,6,0,7.3,7.3,7.4,14.7,72,131,127,0.22,0.22,0.43,0.22,0.43,0.27,0.27,0.53,0.27,0.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,4,N/A,0,N/A,N/A,N/A,N/A,N/A,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,67,22,32.8,2.42,0.79,0.09,0.27,18.9,0,7.3,7.3,0.11,-1.3,-1.3,1114,1322,84.3,4223,2372,601,671,89.6,366,416,88.0,95,133,71.4,6,5.9,-1.4,56,49,33,5,1202,118,21,5,14,41,36,17,9,6,0,1114,2,27,119,4.30,90,7,5,13,3,1,16,0.58,12,1,0,3,0,0,38,20,220,761,626,17,45,37.8,28,39,5,34,9,47,19,2,1584,32,104,1584,21,51.2,17,41.5,805,18,37,23,N/A,69,72.8,80,17,7,26,0,2.22,60,29,+31,+1.12,+0.07,59.6,27.3,+32.3,+1.17,6,0,0,44,24,4,41,9,0,0,133,19,23,45.2,,2491.0
James Tarkowski,eng ENG,Everton,DF,31,1992,33,33,"2,922",32.5,2,1,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,15,4,26.7,0.46,0.12,0.07,0.25,8.4,0,1.3,1.3,0.09,-0.3,-0.3,1045,1290,81.0,3610,1943,337,399,84.5,525,571,91.9,173,276,62.7,1,2.4,-1.9,16,10,11,0,1204,77,46,2,13,1,3,0,0,0,0,1045,9,12,38,1.17,32,2,0,4,0,0,4,0.12,4,0,0,0,0,0,64,40,974,635,106,24,39,61.5,15,57,42,15,41,105,213,4,1706,355,57,1706,5,71.4,2,28.6,727,0,13,7,N/A,89,85.4,89,31,0,N/A,0,1.15,34,38,-4,-0.12,-0.03,35.5,39.5,-4.0,-0.12,6,0,0,35,28,2,1,41,0,1,98,102,33,75.6,,2922.0
Marcus Tavernier,eng ENG,Bournemouth,"FW,MF",25,1999,29,20,"1,939",21.5,8,3,0,6,0,5.5,5.5,4.0,9.5,53,128,129,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,4,N/A,0,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,57,17,29.8,2.65,0.79,0.05,0.18,21.1,0,5.5,5.5,0.10,-2.5,-2.5,689,934,73.8,4335,2068,334,387,86.3,280,352,79.5,60,127,47.2,5,3.6,+1.0,43,51,40,14,804,125,34,5,9,108,29,49,36,4,1,689,5,26,98,4.55,68,12,3,10,5,0,11,0.51,5,3,0,2,1,0,43,24,135,468,622,10,27,37.0,17,16,3,13,5,48,11,0,1196,20,58,1196,28,43.1,31,47.7,705,9,46,47,N/A,67,56.7,85,11,9,26,0,1.45,29,29,0,0.00,+0.22,36.1,25.3,+10.8,+0.50,6,0,0,34,28,4,108,5,0,0,119,26,33,44.1,,1939.0
Charlie Taylor,eng ENG,Southampton,DF,30,1993,8,3,356,4.0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,196,223,87.9,500,187,70,75,93.3,103,112,92.0,20,28,71.4,0,0.2,-0.1,1,3,3,1,192,30,7,0,0,9,21,2,1,1,0,196,1,3,2,0.51,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0,7,5,121,120,39,5,7,71.4,2,8,5,3,5,12,31,1,279,35,2,279,2,100.0,0,0.0,116,0,1,1,N/A,45,10.4,90,3,5,17,6,0.13,3,12,-9,-2.28,-0.13,3.8,9.7,-5.9,-1.49,1,0,0,2,3,0,9,5,0,0,10,6,2,75.0,,356.0
Jack Taylor,ie IRL,Ipswich Town,MF,26,1998,32,4,860,9.6,1,1,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.10,0.00,0.10,0.10,0.10,0.08,0.06,0.13,0.08,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,19,4,21.1,1.99,0.42,0.05,0.25,23.9,0,0.7,0.7,0.04,+0.3,+0.3,349,421,82.9,1506,791,156,177,88.1,158,180,87.8,29,48,60.4,0,0.8,-0.5,5,10,8,1,411,10,2,2,3,7,0,3,3,0,0,349,0,5,22,2.30,15,1,2,2,0,2,2,0.21,2,0,0,0,0,0,20,10,161,281,103,12,27,44.4,15,12,3,9,9,29,24,0,534,32,8,534,4,36.4,4,36.4,254,1,10,6,N/A,27,25.1,79,0,28,19,1,0.50,7,21,-14,-1.47,+0.14,6.9,15.5,-8.6,-0.90,4,0,0,16,5,0,7,9,0,0,53,7,8,46.7,,860.0
Mathys Tel,fr FRA,Tottenham,FW,19,2005,13,11,911,10.1,3,1,1,2,0,3.0,2.2,2.6,4.7,28,21,72,0.20,0.10,0.30,0.10,0.20,0.29,0.25,0.55,0.22,0.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,22,8,36.4,2.17,0.79,0.05,0.13,16.0,1,3.0,2.2,0.10,-1.0,-1.2,185,266,69.5,1578,805,89,112,79.5,71,97,73.2,20,34,58.8,1,1.5,-1.6,14,23,14,4,243,22,3,2,1,35,7,8,6,2,0,185,1,12,28,2.77,18,1,3,2,4,0,2,0.20,1,0,0,0,1,0,16,6,58,150,217,5,13,38.5,8,8,1,7,2,18,8,2,414,9,40,413,15,28.3,31,58.5,266,11,28,15,N/A,70,26.6,82,6,2,4,1,0.77,10,20,-10,-0.99,-0.18,14.6,17.2,-2.5,-0.25,2,0,0,14,16,1,35,2,1,0,38,4,7,36.4,,911.0
Kenny Tete,nl NED,Fulham,DF,28,1995,22,21,"1,774",19.7,2,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.00,0.10,0.10,0.00,0.10,0.07,0.05,0.12,0.07,0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,24,2,8.3,1.22,0.10,0.00,0.00,15.5,0,1.4,1.4,0.06,-1.4,-1.4,772,956,80.8,2851,1336,405,443,91.4,285,353,80.7,61,108,56.5,2,0.7,+1.1,9,21,13,6,799,153,6,1,2,38,147,0,0,0,0,772,4,23,36,1.83,28,0,2,3,2,1,4,0.20,4,0,0,0,0,0,56,38,402,484,329,23,38,60.5,15,31,12,19,32,88,67,0,1205,79,37,1205,9,45.0,6,30.0,611,7,17,10,N/A,81,51.9,84,15,1,9,2,1.36,24,26,-2,-0.10,-0.04,25.7,25.1,+0.6,+0.03,5,0,0,35,16,1,38,32,0,0,74,24,22,52.2,,1774.0
Thiago,br BRA,Brentford,"FW,MF",23,2001,8,1,175,1.9,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.10,0.07,0.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,0,0.0,1.03,0.00,0.00,N/A,14.8,0,0.1,0.1,0.06,-0.1,-0.1,40,56,71.4,159,53,20,28,71.4,13,16,81.3,3,5,60.0,0,0.0,-0.1,2,3,2,0,55,1,0,0,0,2,0,0,0,0,0,40,0,0,3,1.55,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,5,3,15,34,36,0,1,0.0,1,3,0,3,2,7,3,1,83,7,4,83,3,60.0,2,40.0,45,1,6,2,N/A,22,5.1,72,0,7,15,0,1.75,3,4,-1,-0.51,-1.26,1.4,3.5,-2.1,-1.10,0,0,0,3,3,1,2,2,0,0,12,7,5,58.3,,175.0
Luke Thomas,eng ENG,Leicester City,DF,23,2001,14,13,"1,110",12.3,0,0,0,3,0,0.4,0.4,0.5,0.9,5,37,16,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,5,0,0.0,0.41,0.00,0.00,N/A,16.8,0,0.4,0.4,0.07,-0.4,-0.4,493,629,78.4,1457,585,245,267,91.8,205,251,81.7,35,82,42.7,0,0.5,-0.5,9,8,5,2,518,108,20,0,0,29,80,8,4,3,0,493,3,14,16,1.30,12,3,0,0,0,1,1,0.08,1,0,0,0,0,0,31,25,294,366,120,21,41,51.2,20,15,6,9,21,52,49,1,775,50,8,775,3,50.0,3,50.0,371,2,12,4,N/A,79,32.5,85,9,1,4,11,0.57,8,23,-15,-1.22,-0.42,8.2,24.5,-16.2,-1.32,3,0,0,16,10,0,29,21,0,1,42,13,11,54.2,,1110.0
Youri Tielemans,be BEL,Aston Villa,MF,27,1997,36,35,"3,026",33.6,10,3,0,4,0,3.3,2.5,7.0,9.5,39,235,48,0.09,0.21,0.30,0.09,0.30,0.10,0.21,0.31,0.07,0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,40,12,30.0,1.19,0.36,0.08,0.25,20.1,0,3.3,2.5,0.06,-0.3,+0.5,1694,2061,82.2,5561,2551,787,876,89.8,737,844,87.3,140,259,54.1,7,5.7,0.0,60,26,38,4,1847,207,98,24,8,119,2,85,63,8,1,1694,7,37,122,3.63,79,31,3,6,2,1,12,0.36,9,3,0,0,0,0,84,58,479,1366,565,40,73,54.8,33,38,16,22,23,107,47,4,2385,103,45,2384,31,50.8,19,31.1,1288,9,31,29,N/A,84,88.5,86,27,1,29,0,1.67,53,46,+7,+0.21,+0.59,51.2,43.6,+7.5,+0.22,4,0,0,41,56,0,119,23,0,0,145,22,18,55.0,,3026.0
Kieran Tierney,sct SCO,Arsenal,"DF,FW",27,1997,13,2,259,2.9,1,1,0,0,0,0.4,0.4,1.4,1.7,8,15,29,0.35,0.00,0.35,0.35,0.35,0.12,0.48,0.60,0.12,0.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,1,50.0,0.69,0.35,0.50,1.00,4.1,0,0.4,0.4,0.18,+0.6,+0.6,145,173,83.8,447,253,69,73,94.5,65,78,83.3,8,15,53.3,0,0.7,-1.4,8,6,5,2,155,18,4,1,0,14,14,0,0,0,0,145,0,2,10,3.47,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,7,5,36,72,91,4,6,66.7,2,0,0,0,3,10,9,0,199,8,6,199,2,50.0,1,25.0,108,1,3,0,N/A,20,7.6,62,0,11,12,13,2.08,3,1,+2,+0.69,+0.08,4.8,2.6,+2.1,+0.75,0,0,0,1,2,2,14,3,0,0,6,5,5,50.0,,259.0
Jurriën Timber,nl NED,Arsenal,DF,23,2001,30,27,"2,417",26.9,4,1,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,14,4,28.6,0.52,0.15,0.07,0.25,14.1,0,1.2,1.2,0.09,-0.2,-0.2,1194,1395,85.6,3916,2076,674,741,91.0,472,549,86.0,27,51,52.9,3,1.3,+2.2,17,27,17,2,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25,52,1.94,46,1,3,0,1,1,9,0.34,8,0,1,0,0,0,58,38,304,859,505,18,27,66.7,9,19,4,15,22,80,44,1,1661,51,66,1661,24,45.3,24,45.3,890,11,33,24,N/A,81,70.7,87,18,3,25,2,2.00,52,21,+31,+1.15,+0.38,42.3,21.3,+21.0,+0.78,7,0,0,31,29,6,28,22,0,0,94,22,20,52.4,,2417.0
Jean-Clair Todibo,fr FRA,West Ham,DF,24,1999,27,20,"1,825",20.3,0,0,0,3,0,0.4,0.4,0.0,0.4,9,38,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,5,0,0.0,0.25,0.00,0.00,N/A,12.8,0,0.4,0.4,0.07,-0.4,-0.4,951,1082,87.9,3221,1602,355,378,93.9,542,574,94.4,48,109,44.0,0,0.1,0.0,2,5,1,0,1046,33,28,0,4,3,5,0,0,0,0,951,3,7,5,0.25,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,47,28,716,543,47,26,36,72.2,10,25,13,12,26,73,83,3,1297,165,11,1297,9,56.3,7,43.8,760,0,14,11,N/A,68,53.4,80,9,7,31,5,1.37,30,33,-3,-0.15,+0.43,26.6,29.4,-2.8,-0.14,3,0,0,16,6,0,3,26,0,0,79,28,26,51.9,,1825.0
Harry Toffolo,eng ENG,Nott'ham Forest,DF,28,1995,4,1,137,1.5,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0.0,0.66,0.00,0.00,N/A,28.5,0,0.0,0.0,0.02,0.0,0.0,47,67,70.1,57,23,30,32,93.8,15,24,62.5,1,7,14.3,0,0.0,0.0,0,0,0,0,39,28,0,0,0,4,27,1,1,0,0,47,0,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,3,32,22,34,3,4,75.0,1,2,2,0,2,7,12,0,88,9,2,88,0,N/A,0,N/A,17,0,0,0,N/A,34,4.0,90,1,3,16,20,2.50,2,2,0,0.00,-1.00,1.3,2.9,-1.6,-1.05,1,0,0,1,0,0,4,2,0,0,2,1,0,100.0,,137.0
Sandro Tonali,it ITA,Newcastle Utd,MF,24,2000,36,28,"2,630",29.2,6,4,0,5,0,4.4,4.4,2.2,6.6,37,128,53,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,3,N/A,0,N/A,N/A,N/A,N/A,N/A,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,35,12,34.3,1.20,0.41,0.11,0.33,19.6,0,4.4,4.4,0.13,-0.4,-0.4,1285,1535,83.7,5567,2334,672,745,90.2,468,537,87.2,99,157,63.1,2,2.8,-0.2,28,40,30,5,1468,61,29,7,7,54,12,19,9,8,1,1285,6,27,78,2.67,50,10,3,6,6,3,9,0.31,8,1,0,0,0,0,51,32,406,991,450,25,51,49.0,26,34,11,23,34,85,33,2,1818,64,45,1818,20,54.1,14,37.8,979,6,30,23,N/A,73,76.9,86,22,8,27,0,1.72,55,34,+21,+0.72,+0.56,50.7,32.8,+17.9,+0.61,5,0,0,37,49,2,54,34,1,0,177,12,12,50.0,,2630.0
Pau Torres,es ESP,Aston Villa,DF,27,1997,24,23,"2,020",22.4,0,0,0,2,0,0.5,0.5,0.1,0.6,40,97,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,8,2,25.0,0.36,0.09,0.00,0.00,11.7,0,0.5,0.5,0.06,-0.5,-0.5,1217,1369,88.9,6359,4176,521,547,95.2,602,644,93.5,79,148,53.4,0,0.4,-0.1,3,27,8,0,1248,117,67,4,12,3,3,0,0,0,0,1217,4,4,14,0.62,11,0,0,3,0,0,2,0.09,1,0,0,1,0,0,21,15,701,726,97,10,17,58.8,7,16,11,5,10,31,75,2,1518,237,17,1518,15,88.2,2,11.8,965,0,6,5,N/A,84,59.1,87,22,1,21,4,1.58,30,33,-3,-0.13,-0.24,30.7,29.5,+1.3,+0.06,2,0,0,8,7,0,3,10,0,0,62,18,29,38.3,,2020.0
Conor Townsend,eng ENG,Ipswich Town,DF,31,1993,6,3,335,3.7,1,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.00,0.27,0.27,0.00,0.27,0.01,0.18,0.18,0.01,0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0.0,0.27,0.00,0.00,N/A,16.7,0,0.0,0.0,0.03,0.0,0.0,80,127,63.0,278,136,32,39,82.1,41,55,74.5,7,24,29.2,1,0.2,+0.3,4,2,2,2,98,28,4,1,0,12,20,4,3,1,0,80,1,3,5,1.34,4,1,0,0,0,0,1,0.27,1,0,0,0,0,0,11,8,87,50,38,8,11,72.7,3,8,6,2,4,15,16,0,172,28,5,172,0,N/A,0,N/A,53,0,2,2,N/A,56,9.8,87,2,3,25,26,0.83,5,6,-1,-0.27,-0.37,3.0,8.0,-5.0,-1.35,1,0,0,2,4,0,12,4,0,0,8,6,4,60.0,,335.0
Adama Traoré,es ESP,Fulham,"FW,MF",28,1996,36,18,"1,772",19.7,9,2,0,3,0,4.0,4.0,4.9,8.9,100,68,161,0.10,0.36,0.46,0.10,0.46,0.20,0.25,0.45,0.20,0.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,39,12,30.8,1.98,0.61,0.05,0.17,14.2,0,4.0,4.0,0.10,-2.0,-2.0,424,587,72.2,4631,2486,236,286,82.5,143,194,73.7,30,54,55.6,7,4.5,+2.1,42,45,38,22,584,1,0,6,2,100,1,0,0,0,0,424,2,19,82,4.16,66,0,9,4,1,2,10,0.51,9,0,1,0,0,0,20,13,83,285,455,5,13,38.5,8,7,0,7,1,21,6,4,801,4,91,801,48,49.5,36,37.1,538,33,37,25,N/A,49,51.8,76,4,18,23,1,1.47,32,28,+4,+0.20,+0.25,27.9,24.6,+3.3,+0.17,3,0,0,24,32,1,100,1,0,0,87,25,26,49.0,,1772.0
Mark Travers,ie IRL,Bournemouth,GK,25,1999,5,5,450,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1.00,25,20,80.0,2,2,1,1,20.0,0,0,0,0,N/A,0,1,0,9.5,0.38,+4.5,+0.89,33,0,45.2,103,29,76.9,36.3,55.8,63,1,1.6,5,1.00,12.9,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,100,142,70.4,426,188,6,6,100.0,51,53,96.2,43,83,51.8,0,0.0,0.0,0,0,0,0,95,47,8,0,0,0,0,0,0,0,0,100,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,159,3,0,0,0,N/A,0,0,0,0,0,0,5,0,162,144,0,162,0,N/A,0,N/A,85,0,0,0,N/A,90,13.2,90,5,0,N/A,18,1.60,6,5,+1,+0.20,-0.53,7.0,7.3,-0.2,-0.05,0,0,0,0,1,0,0,0,0,0,3,1,0,100.0,,450.0
Kieran Trippier,eng ENG,Newcastle Utd,DF,33,1990,25,14,"1,309",14.5,3,0,0,1,0,0.1,0.1,1.4,1.5,26,117,58,0.00,0.21,0.21,0.00,0.21,0.01,0.10,0.10,0.01,0.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,2,N/A,0,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,4,0,0.0,0.28,0.00,0.00,N/A,23.6,0,0.1,0.1,0.03,-0.1,-0.1,1036,1256,82.5,2258,1224,500,529,94.5,432,504,85.7,83,172,48.3,3,1.5,+1.6,22,14,22,2,1007,246,50,3,3,82,133,62,26,8,15,1036,3,16,54,3.71,32,20,0,2,0,0,6,0.41,4,2,0,0,0,0,38,21,375,616,406,22,36,61.1,14,11,3,8,12,50,49,0,1388,50,13,1388,4,50.0,4,50.0,609,4,11,8,N/A,52,38.3,77,2,11,21,6,1.60,29,18,+11,+0.76,+0.29,26.8,17.2,+9.6,+0.66,1,0,0,16,11,2,82,12,0,0,68,22,15,59.5,,1309.0
